id,dpa_month,dpa_year,region_id,division_id,position_category,item_status,item_number,position_title,sg,year_created,years_unfilled,vacancy_aging_status,position_status,name_of_incumbent,first_day_of_service,date_of_vacancy,reason_for_vacancy,status_of_vacancy,other_remarks,tentative_date_to_fill_up,is_audited,created_at,updated_at
d2190ff6-667f-4724-a4b3-f193e1caa071,8,2026,Region III - Central Luzon,Division of San Fernando City,Teaching,Regular,OSEC-DECSB-TCH1-152157-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
8a9d1712-3aa6-4d31-8354-5fa73da88d63,8,2026,Region III - Central Luzon,Division of San Fernando City,Teaching,Regular,OSEC-DECSB-TCH1-150688-2025,Teacher I,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
a8fe8c91-9bbb-4f2e-aaee-e7aa73a628f7,8,2026,Region III - Central Luzon,Division of San Fernando City,Teaching,Regular,OSEC-DECSB-TCH1-152146-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
ba6ae351-0a8a-473d-8ac7-55fd4f7232fb,8,2026,Region III - Central Luzon,Division of San Fernando City,Teaching,Regular,OSEC-DECSB-TCH1-152147-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
8d7ef03a-f9da-4792-945b-ede28a5fee62,8,2026,Region III - Central Luzon,Division of San Fernando City,Teaching,Regular,OSEC-DECSB-TCH1-152148-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
8aca397f-b900-400e-9ff1-b722e8cf4fb5,8,2026,Region III - Central Luzon,Division of San Fernando City,Teaching,Regular,OSEC-DECSB-TCH1-152149-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
77a7f825-aee2-4ea5-b7a1-a20473cab3c9,8,2026,Region III - Central Luzon,Division of San Fernando City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150375-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
501cc1ff-a7f4-4566-991a-38b2180125cc,8,2026,Region III - Central Luzon,Division of San Fernando City,Teaching,Regular,OSEC-DECSB-TCH1-150693-2025,Teacher I,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
749c1be5-f55a-49b1-bbe2-4be4b966122f,8,2026,Region III - Central Luzon,Division of San Fernando City,Teaching,Regular,OSEC-DECSB-TCH1-150694-2025,Teacher I,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
24db4daf-4f18-42fe-9fd3-c0b027103c3a,8,2026,Region III - Central Luzon,Division of San Fernando City,Teaching,Regular,OSEC-DECSB-TCH1-150695-2025,Teacher I,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
73668675-262f-4c5e-b1a9-e520161a51a4,8,2026,Region III - Central Luzon,Division of San Fernando City,Teaching,Regular,OSEC-DECSB-TCH1-152170-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
d5976a8b-7dab-436b-9043-ae3e14f634c1,8,2026,Region III - Central Luzon,Division of San Fernando City,Teaching,Regular,OSEC-DECSB-TCH1-152171-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
b76231ba-90a0-4888-9576-dd17230fd286,8,2026,Region III - Central Luzon,Division of San Fernando City,Teaching,Regular,OSEC-DECSB-TCH2-150118-2013,Teacher II,12,2013,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
2bcf3aef-688b-44cc-9657-585b92dee528,8,2026,Region III - Central Luzon,Division of San Jose City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150306-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
6e451065-d99b-4e4d-8961-cd389453d88f,8,2026,Region III - Central Luzon,Division of San Jose City,Non-Teaching,Regular,OSEC-DECSB-PDO1-150225-2026,Project Development Officer I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
eace8702-8b6f-43c4-b6ef-cd3914d08564,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching-Related,Regular,OSEC-DECSB-HTEACH3-150553-1998,Head Teacher III,16,1998,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
14d3e544-9c59-4ae9-8da8-0a1009656c18,8,2026,Region III - Central Luzon,Division of San Jose City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150302-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
8207b75c-8510-4b58-aa4c-4b551f5d0fd6,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-152025-2011,Teacher I,11,2011,2,Extended Vacancy,UNFILLED,,,,,,,,false,,
e1c16dff-6e35-4e20-adc1-8fb2d6c5198a,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-154446-2018,Teacher I,11,2018,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
f44e9d5e-efc9-4bf4-8584-79bbfa5f177b,8,2026,Region III - Central Luzon,Division of San Jose City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150305-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
cc5c8a93-735e-4203-b838-81d116b7c695,8,2026,Region III - Central Luzon,Division of San Jose City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150304-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
5c355474-add2-41e2-b8ae-d30d7b5a7522,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150051-2023,Teacher I,11,2023,3,Long-Term Unfilled,UNFILLED,,,,,,,,false,,
9514cb4a-d42a-4cfe-aca8-a25fd0a586a1,8,2026,Region III - Central Luzon,Division of San Jose City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150199-2025,Administrative Officer II,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
835359ae-1e09-41c4-8641-c8991e1c25f9,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150114-2025,Teacher I,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
f118f6b5-8527-42d5-80e6-23d34031696d,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150115-2025,Teacher I,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
7da51c88-a1e7-4486-95ff-d70182f2da98,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150674-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
0ad29fca-ff02-4e11-8de6-ecfd9ef210da,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150675-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
c81f02b2-4a42-4a17-926d-7a954d933e1b,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150676-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
79afb732-ff06-4f55-a703-73cc519593ef,8,2026,Region III - Central Luzon,Division of San Jose City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150300-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
a7040350-0fea-4a62-a5a5-cacaf3f7491b,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150050-2024,Teacher I,11,2024,2,Extended Vacancy,UNFILLED,,,,,,,,false,,
d41f9fcd-7b42-4558-9e51-a48dae0aeb8b,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150051-2024,Teacher I,11,2024,2,Extended Vacancy,UNFILLED,,,,,,,,false,,
fe795445-492a-4b1a-9229-c027cf852eb3,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150111-2025,Teacher I,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
6050a524-a203-4805-80a9-32f60dfde659,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150112-2025,Teacher I,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
2820d02f-2f28-4ec3-aa54-04c2e29b04c5,8,2026,Region III - Central Luzon,Division of San Jose City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150307-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
017cfed5-b1bb-4d11-9fce-9402b32e6c90,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150052-2024,Teacher I,11,2024,2,Extended Vacancy,UNFILLED,,,,,,,,false,,
d7120174-b0d0-4754-bdf6-fa4293348d86,8,2026,Region III - Central Luzon,Division of San Jose City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150198-2025,Administrative Officer II,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
a8477696-e172-43e3-81dd-35505601bddd,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150053-2024,Teacher I,11,2024,2,Extended Vacancy,UNFILLED,,,,,,,,false,,
5830fa92-84db-44e6-8fa5-f8a977ef10e6,8,2026,Region III - Central Luzon,Division of San Jose City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150301-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
f0ffd349-3683-432a-8365-59a93f55fc5c,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching,Regular,OSEC-DECSB-TCH1-150113-2025,Teacher I,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
53010cbd-251e-49fe-aa33-f385cf8c04b3,8,2026,Region III - Central Luzon,Division of San Jose City,Teaching-Related,Regular,OSEC-DECSB-SP1-150053-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
643ab249-0a47-4f4a-abfb-d65e7450eb8e,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH3-151722-1998,Teacher III,13,1998,0,New Vacancy,UNFILLED,,,,,,,,false,,
fc7cf39c-3d1d-4466-8494-53f8f05c9cb4,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching-Related,Regular,OSEC-DECSB-GUIDC1-150022-2011,Guidance Counselor I,11,2011,4,Long-Term Unfilled,UNFILLED,,,,,,,,false,,
f94baf3a-a804-4a79-91b3-9eebf08e379e,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH1-152025-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
1d78a35c-6c60-4c31-913e-6a3ce3173d16,8,2026,Region III - Central Luzon,Division of Tarlac City,Non-Teaching,Regular,OSEC-DECSB-PDO1-150387-2026,Project Development Officer I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
d44f9673-ac1f-41ed-bea0-da59afcadd6f,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching-Related,Regular,OSEC-DECSB-GUIDC1-150014-2008,Guidance Counselor I,11,2008,4,Long-Term Unfilled,UNFILLED,,,,,,,,false,,
d3d08b31-1593-40f9-967b-30ede3f8bf2b,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH3-150269-2014,Teacher III,13,2014,0,New Vacancy,UNFILLED,,,,,,,,false,,
b1d1acb6-ad41-40b7-ad4c-447d2aa684c8,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH3-152497-2018,Teacher III,13,2018,0,New Vacancy,UNFILLED,,,,,,,,false,,
e8b1c117-23c7-4c2c-88b2-8b5f4a9709a8,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH2-155528-1998,Teacher II,12,1998,0,New Vacancy,UNFILLED,,,,,,,,false,,
e94c4290-9079-4242-be2d-1216171430c9,8,2026,Region III - Central Luzon,Division of Tarlac City,Non-Teaching,Regular,OSEC-DECSB-PDO1-150394-2026,Project Development Officer I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
6007067e-a01a-4bec-8d91-ad507c688bf1,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching-Related,Regular,OSEC-DECSB-HTEACH3-150014-2025,Head Teacher III,16,2025,0,New Vacancy,UNFILLED,,,,,,,,false,,
26ed5b30-8ff6-4ff4-bc13-8f05f9659995,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH3-150546-2026,Teacher III,13,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
7a730498-a706-4919-afa3-870682bc07c4,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH3-152853-2016,Teacher III,13,2016,0,New Vacancy,UNFILLED,,,,,,,,false,,
f2e4c672-326d-49aa-94eb-af38a23003c4,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching-Related,Regular,OSEC-DECSB-GUIDC1-150013-2008,Guidance Counselor I,11,2008,4,Long-Term Unfilled,UNFILLED,,,,,,,,false,,
fca2d4d2-520a-4390-a67f-30f2ff4410b5,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH1-152029-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
96f0a2c4-8f5e-4283-b737-a63be4bae3ee,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH1-152030-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
f9cb0dd7-ff9c-47ef-8f74-303cd24c3b89,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-MTCHR2-150022-2025,Master Teacher II,19,2025,0,New Vacancy,UNFILLED,,,,,,,,false,,
e9a32455-b8b7-4bd1-a617-35d482817dae,8,2026,Region III - Central Luzon,Division of Tarlac City,Non-Teaching,Regular,OSEC-DECSB-PDO1-150386-2026,Project Development Officer I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
3e420cf2-7e70-47d0-8ecd-f00bba318773,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH3-151276-2015,Teacher III,13,2015,0,New Vacancy,UNFILLED,,,,,,,,false,,
56895bfe-69a2-4aec-872a-b00367a956f1,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH3-153212-2016,Teacher III,13,2016,0,New Vacancy,UNFILLED,,,,,,,,false,,
b93e1fa8-0599-4cbb-bca4-b48732b3ee47,8,2026,Region III - Central Luzon,Division of Tarlac City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150657-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
9c51873a-0cb3-44bb-ab8d-c1144b45d633,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH1-152026-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
fba3120f-2c47-4447-b3d6-63662e9a0ca3,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH1-152027-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
83740116-4235-4e63-9e27-bf9a226b50f0,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH1-152028-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
f07b9a02-aa09-4565-930c-31f8f16fc7ee,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH1-152031-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
44b1d275-0c56-4dc9-af89-258f6ed89e05,8,2026,Region III - Central Luzon,Division of Tarlac City,Teaching,Regular,OSEC-DECSB-TCH1-152032-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
f8eb07f9-d53c-4651-af08-bfc0c4dce4e5,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-MTCHR1-150073-2015,Master Teacher I,18,2015,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
87b57900-612c-490f-b578-042941b9401f,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH2-152578-2017,Teacher II,12,2017,3,Long-Term Unfilled,UNFILLED,,,,,,,,false,,
5e1b32e2-49a4-48d8-a19c-21956789c2f9,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-151508-2011,Teacher I,11,2011,4,Long-Term Unfilled,UNFILLED,,,,,,,,false,,
0e5a4676-1084-4e63-aa9f-4274d6827be0,8,2026,Region III - Central Luzon,Division of Malolos City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150268-2025,Administrative Officer II,11,2025,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
606bad71-25a1-43c2-82e4-fa8a8d669e73,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-156334-2018,Teacher I,11,2018,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
e3dcb49a-afa0-4f0e-b1ca-8277e97bb21e,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH3-151006-2023,Teacher III,13,2023,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
6e43df58-eaf4-4fd6-a8cc-92f5c673ba4a,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH3-151013-2021,Teacher III,13,2021,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
2f783aed-703b-4d58-98e0-4f6ccfb3d5c9,8,2026,Region III - Central Luzon,Division of Malolos City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150394-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
d8e34f25-0232-4663-9353-d3c105d29940,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-150043-2015,Teacher I,11,2015,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
92d332de-20c1-43aa-a5a5-d1b11cc8bbf8,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-150613-2014,Teacher I,11,2014,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
86499fea-cc8f-4aa8-b8ae-e4b653ae3beb,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-156567-2012,Teacher I,11,2012,2,Extended Vacancy,UNFILLED,,,,,,,,false,,
9821b7c7-81b0-44ea-8e86-2abccd65be56,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH4-151547-2026,Teacher IV,14,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
b5d12afa-fb24-42a8-af3e-f0174e9b84ab,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH4-151548-2026,Teacher IV,14,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
4c9477dd-42ce-4859-b99d-1941641b35d4,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH3-153194-2018,Teacher III,13,2018,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
dc15b6c6-6646-4317-8490-6c7375a4a0aa,8,2026,Region III - Central Luzon,Division of Malolos City,Non-Teaching,Regular,OSEC-DECSB-PDO1-150288-2026,Project Development Officer I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
575439e1-9894-452d-994a-e00c75251010,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-150618-2014,Teacher I,11,2014,2,Extended Vacancy,UNFILLED,,,,,,,,false,,
3e01e85c-7080-48e1-ac19-a9c45f19a7ed,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-150631-2014,Teacher I,11,2014,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
d3e3827c-8a9c-4708-bc09-c9f642ec4d57,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-156345-2018,Teacher I,11,2018,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
3f56e98a-71ca-4d14-a5f5-e4f8ee9fcfb3,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-156353-2018,Teacher I,11,2018,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
f984a679-4b09-4f0e-99cc-dc01ce334eb1,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-156354-2018,Teacher I,11,2018,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
1b43c880-d9c8-4a16-a0e9-c9a30f03bd34,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-156358-2018,Teacher I,11,2018,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
51a565c6-1d48-4aa6-8a41-5a79d0acd960,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-156360-2018,Teacher I,11,2018,2,Extended Vacancy,UNFILLED,,,,,,,,false,,
0aa61f9d-6198-487c-8fa6-c66d8389d7bb,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching-Related,Regular,OSEC-DECSB-SP1-150059-2026,School Principal I,19,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
d2c1842a-0be5-4c6c-af94-7112f90a6b48,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-150001-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
1159080b-5e51-4bef-bd0d-dc70d84de38f,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH3-150410-2018,Teacher III,13,2018,0,New Vacancy,UNFILLED,,,,,,,,false,,
338e3a47-2e6e-4853-b3ef-96ee143804d8,8,2026,Region III - Central Luzon,Division of Malolos City,Non-Teaching,Regular,OSEC-DECSB-ADOF2-150393-2026,Administrative Officer II,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
f250e3cd-aff3-4320-8de4-e47c6cbe8f70,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-150006-2026,Teacher I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
39cfb2f4-d0c2-4fb3-bdad-4d22154696b6,8,2026,Region III - Central Luzon,Division of Malolos City,Non-Teaching,Regular,OSEC-DECSB-ADAS3-150184-2017,Administrative Assistant III,9,2017,2,Extended Vacancy,UNFILLED,,,,,,,,false,,
c69e983a-4011-45a3-9280-41e74311f1fe,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-152259-2011,Teacher I,11,2011,0,New Vacancy,UNFILLED,,,,,,,,false,,
a9ec4a68-ea29-4422-892f-6d41575229dc,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-MTCHR1-150031-2015,Master Teacher I,18,2015,0,New Vacancy,UNFILLED,,,,,,,,false,,
51210a83-7889-41c2-84c0-d634fc0e662d,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-MTCHR1-150157-2014,Master Teacher I,18,2014,0,New Vacancy,UNFILLED,,,,,,,,false,,
86c4dc5a-2bee-437a-be86-bf1a8cca2c2e,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-MTCHR1-150191-2014,Master Teacher I,18,2014,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
2072830c-03ce-4326-abc2-81d1d299ed45,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching-Related,Regular,OSEC-DECSB-HTEACH3-150019-2015,Head Teacher III,16,2015,0,New Vacancy,UNFILLED,,,,,,,,false,,
c15576e5-4183-406d-845f-aa9e3fc07ae0,8,2026,Region III - Central Luzon,Division of Malolos City,Non-Teaching,CTI,OSEC-DECSB-NUR1-150001-2014,Nurse I,15,2014,4,Long-Term Unfilled,UNFILLED,,,,,,,,false,,
94cac43b-4914-4b87-98f3-7ff28fb2e6a0,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH3-150041-2014,Teacher III,13,2014,2,Extended Vacancy,UNFILLED,,,,,,,,false,,
bf67bda1-8d18-4125-aa79-382b4fd5ef9a,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH3-150195-2001,Teacher III,13,2001,0,New Vacancy,UNFILLED,,,,,,,,false,,
5f841362-0f23-4800-97fc-1efcd852f546,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH3-151146-2015,Teacher III,13,2015,0,New Vacancy,UNFILLED,,,,,,,,false,,
006b784d-c27c-4c5d-8262-1068e860243c,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH2-150026-2005,Teacher II,12,2005,0,New Vacancy,UNFILLED,,,,,,,,false,,
f394ce0e-ee90-4670-aa7f-2b46ea26c47d,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH2-150158-2003,Teacher II,12,2003,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
8ad30654-1d20-48e1-8374-4ea76e3ffbce,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH2-150433-2014,Teacher II,12,2014,0,New Vacancy,UNFILLED,,,,,,,,false,,
2d31a5b2-5671-4684-9236-3d29f5059c51,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH2-155384-1998,Teacher II,12,1998,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
2d5730a9-314a-4533-884b-bab2a65affcd,8,2026,Region III - Central Luzon,Division of Malolos City,Non-Teaching,Regular,OSEC-DECSB-PDO1-150289-2026,Project Development Officer I,11,2026,0,Newly Created Item,UNFILLED,,,,,,,,false,,
44a07cb2-3a9a-44d8-a680-8a23134bfbd9,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-150122-2010,Teacher I,11,2010,0,New Vacancy,UNFILLED,,,,,,,,false,,
aee0894f-52fa-4744-99ae-618b5548c7b4,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-151498-2011,Teacher I,11,2011,1,Aging Vacancy,UNFILLED,,,,,,,,false,,
20e166a1-f9eb-4930-82c1-03cd00e5ffb2,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-163544-1998,Teacher I,11,1998,0,New Vacancy,UNFILLED,,,,,,,,false,,
48db6a28-9746-46e3-ae39-7022999651e3,8,2026,Region III - Central Luzon,Division of Malolos City,Teaching,Regular,OSEC-DECSB-TCH1-163574-1998,Teacher I,11,1998,0,New Vacancy,UNFILLED,,,,,,,,false,,
